item_idx,degree,degree_group,embedding_norm_mean,embedding_norm_std,dataset,log1p_degree
1952,2,low,2.9466038,0.15746646,MovieLens-1M,1.0986122886681098
1953,131,medium,2.9744911,0.07039735,MovieLens-1M,4.882801922586371
1954,669,high,3.8332522,0.04285704,MovieLens-1M,6.507277712385012
1955,92,medium,2.5659618,0.13377678,MovieLens-1M,4.532599493153256
1956,23,medium,2.4859083,0.08751801,MovieLens-1M,3.1780538303479458
1957,1,low,3.2203348,0.079588346,MovieLens-1M,0.6931471805599453
1958,53,medium,2.466586,0.05471419,MovieLens-1M,3.9889840465642745
1959,104,medium,2.8727515,0.13027681,MovieLens-1M,4.653960350157523
1960,15,medium,2.4294527,0.027338112,MovieLens-1M,2.772588722239781
1961,5,low,3.0955994,0.08540332,MovieLens-1M,1.791759469228055
1962,6,low,3.0532987,0.103417225,MovieLens-1M,1.9459101490553132
1963,1,low,3.2726014,0.0929746,MovieLens-1M,0.6931471805599453
1964,39,medium,2.642885,0.10490116,MovieLens-1M,3.6888794541139363
1965,15,medium,2.4809875,0.036087655,MovieLens-1M,2.772588722239781
1966,70,medium,3.0982609,0.10692157,MovieLens-1M,4.2626798770413155
1967,116,medium,3.234134,0.046494655,MovieLens-1M,4.762173934797756
1968,67,medium,2.4626,0.06995685,MovieLens-1M,4.219507705176107
1969,11,medium,2.9392471,0.36112195,MovieLens-1M,2.4849066497880004
1970,10,medium,2.7191,0.07551861,MovieLens-1M,2.3978952727983707
1971,45,medium,2.4985762,0.06734003,MovieLens-1M,3.828641396489095
1972,20,medium,2.7661362,0.122857906,MovieLens-1M,3.044522437723423
1973,751,high,3.74589,0.03117308,MovieLens-1M,6.62273632394984
1974,40,medium,2.943887,0.08739508,MovieLens-1M,3.713572066704308
1975,31,medium,2.695181,0.019463712,MovieLens-1M,3.4657359027997265
1976,60,medium,2.722601,0.028346473,MovieLens-1M,4.110873864173311
1977,341,high,3.3482838,0.059130523,MovieLens-1M,5.834810737062605
1978,36,medium,3.2655153,0.13292882,MovieLens-1M,3.6109179126442243
1979,44,medium,2.5632617,0.052018695,MovieLens-1M,3.8066624897703196
1980,424,high,3.4540536,0.015872784,MovieLens-1M,6.052089168924417
1981,52,medium,3.3758333,0.10968953,MovieLens-1M,3.970291913552122
1982,62,medium,2.6655974,0.045744326,MovieLens-1M,4.143134726391533
1983,6,low,3.0622914,0.11899363,MovieLens-1M,1.9459101490553132
1984,171,medium,3.163228,0.01573779,MovieLens-1M,5.147494476813453
1985,14,medium,2.792834,0.19267608,MovieLens-1M,2.70805020110221
1986,26,medium,2.8878453,0.12473584,MovieLens-1M,3.295836866004329
1987,40,medium,2.6397448,0.06627186,MovieLens-1M,3.713572066704308
1988,8,low,3.1279259,0.025301693,MovieLens-1M,2.1972245773362196
1989,135,medium,3.1325328,0.043400787,MovieLens-1M,4.912654885736052
1990,468,high,3.8302221,0.068996534,MovieLens-1M,6.150602768446279
1991,710,high,3.6840165,0.036004495,MovieLens-1M,6.566672429803241
1992,45,medium,2.7986357,0.027588561,MovieLens-1M,3.828641396489095
1993,836,high,3.9944565,0.042849354,MovieLens-1M,6.729824070489475
1994,3,low,3.3370254,0.108262725,MovieLens-1M,1.3862943611198906
1995,9,low,3.4043334,0.047677148,MovieLens-1M,2.302585092994046
1996,325,high,3.206541,0.014731447,MovieLens-1M,5.786897381366708
1997,50,medium,2.452434,0.09992788,MovieLens-1M,3.9318256327243257
1998,26,medium,2.7298076,0.022744084,MovieLens-1M,3.295836866004329
1999,131,medium,2.7858212,0.13024439,MovieLens-1M,4.882801922586371
2000,3,low,3.1945012,0.09129855,MovieLens-1M,1.3862943611198906
2001,511,high,3.7320735,0.06815825,MovieLens-1M,6.238324625039508
2002,205,medium,3.179683,0.064447716,MovieLens-1M,5.327876168789581
2003,714,high,3.7563045,0.065237746,MovieLens-1M,6.5722825426940075
2004,215,medium,3.1546972,0.031673897,MovieLens-1M,5.375278407684165
2005,5,low,2.866968,0.12446822,MovieLens-1M,1.791759469228055
2006,15,medium,2.8896759,0.04811536,MovieLens-1M,2.772588722239781
2007,21,medium,2.7615793,0.16189401,MovieLens-1M,3.091042453358316
2008,7,low,2.9502785,0.17408714,MovieLens-1M,2.0794415416798357
2009,2,low,3.3307273,0.08621584,MovieLens-1M,1.0986122886681098
2010,91,medium,2.9695117,0.08360655,MovieLens-1M,4.5217885770490405
2011,224,medium,3.3498898,0.033192266,MovieLens-1M,5.41610040220442
2012,221,medium,3.043521,0.0058106077,MovieLens-1M,5.402677381872279
2013,337,high,3.1258342,0.039577555,MovieLens-1M,5.823045895483019
2014,45,medium,2.5048122,0.10514264,MovieLens-1M,3.828641396489095
2015,28,medium,3.1818008,0.097494476,MovieLens-1M,3.367295829986474
2016,77,medium,3.0781248,0.035827704,MovieLens-1M,4.356708826689592
2017,2,low,3.2554624,0.104743436,MovieLens-1M,1.0986122886681098
2018,226,medium,3.382763,0.090068296,MovieLens-1M,5.424950017481403
2019,68,medium,2.6073697,0.071479805,MovieLens-1M,4.23410650459726
2020,714,high,3.6255028,0.04028553,MovieLens-1M,6.5722825426940075
2021,87,medium,2.93501,0.010030714,MovieLens-1M,4.477336814478207
2022,23,medium,2.7225885,0.15871762,MovieLens-1M,3.1780538303479458
2023,965,high,3.854846,0.059435148,MovieLens-1M,6.873163834212518
2024,53,medium,2.8469274,0.019519905,MovieLens-1M,3.9889840465642745
2025,3,low,3.8113797,0.06292768,MovieLens-1M,1.3862943611198906
2026,23,medium,2.7014663,0.048477065,MovieLens-1M,3.1780538303479458
2027,52,medium,2.9816,0.07315179,MovieLens-1M,3.970291913552122
2028,515,high,3.658019,0.037766825,MovieLens-1M,6.246106765481563
2029,69,medium,2.8965127,0.044112153,MovieLens-1M,4.248495242049359
2030,74,medium,2.5823832,0.07034674,MovieLens-1M,4.31748811353631
2031,4,low,3.7191935,0.1068685,MovieLens-1M,1.6094379124341003
2032,386,high,3.7645938,0.062390238,MovieLens-1M,5.958424693029782
2033,135,medium,2.9047139,0.049393706,MovieLens-1M,4.912654885736052
2034,139,medium,3.1988437,0.050680295,MovieLens-1M,4.941642422609304
2035,708,high,4.03618,0.014751809,MovieLens-1M,6.5638555265321274
2036,53,medium,3.0796325,0.06434993,MovieLens-1M,3.9889840465642745
2037,42,medium,3.4120986,0.10860982,MovieLens-1M,3.7612001156935624
2038,7,low,3.2333279,0.01686659,MovieLens-1M,2.0794415416798357
2039,149,medium,2.906953,0.06767075,MovieLens-1M,5.0106352940962555
2040,19,medium,2.8791711,0.056056928,MovieLens-1M,2.995732273553991
2041,5,low,3.421519,0.16373934,MovieLens-1M,1.791759469228055
2042,95,medium,2.4968584,0.06829537,MovieLens-1M,4.564348191467836
2043,18,medium,2.81196,0.112905055,MovieLens-1M,2.9444389791664403
2044,126,medium,2.794796,0.01716117,MovieLens-1M,4.844187086458591
2045,63,medium,2.8503096,0.07263119,MovieLens-1M,4.1588830833596715
2046,167,medium,2.993323,0.031594746,MovieLens-1M,5.123963979403259
2047,101,medium,2.8656673,0.07617848,MovieLens-1M,4.624972813284271
2048,4,low,3.2044628,0.086142056,MovieLens-1M,1.6094379124341003
2049,86,medium,3.1471188,0.066281684,MovieLens-1M,4.465908118654584
2050,559,high,3.6238537,0.063511394,MovieLens-1M,6.327936783729195
2051,610,high,3.6797507,0.020855663,MovieLens-1M,6.415096959171596
2052,43,medium,3.0304992,0.025969276,MovieLens-1M,3.784189633918261
2053,1166,high,4.3794436,0.059312437,MovieLens-1M,7.062191632286556
2054,25,medium,2.9241219,0.053487692,MovieLens-1M,3.258096538021482
2055,187,medium,3.281804,0.06315142,MovieLens-1M,5.236441962829949
2056,3,low,2.3933718,0.029910533,MovieLens-1M,1.3862943611198906
2057,486,high,3.3565476,0.005979485,MovieLens-1M,6.18826412308259
2058,98,medium,3.2058792,0.06058395,MovieLens-1M,4.59511985013459
2059,73,medium,2.7514622,0.03169586,MovieLens-1M,4.30406509320417
2060,19,medium,3.0424116,0.025657563,MovieLens-1M,2.995732273553991
2061,145,medium,3.1546342,0.06501568,MovieLens-1M,4.983606621708336
2062,29,medium,2.6429873,0.06003206,MovieLens-1M,3.4011973816621555
2063,38,medium,2.8745396,0.11381221,MovieLens-1M,3.6635616461296463
2064,428,high,3.5176156,0.08498276,MovieLens-1M,6.061456918928017
2065,66,medium,2.4817665,0.10165687,MovieLens-1M,4.204692619390966
2066,1,low,3.751428,0.05972515,MovieLens-1M,0.6931471805599453
2067,244,high,3.7340443,0.04771039,MovieLens-1M,5.501258210544727
2068,77,medium,2.658538,0.053573832,MovieLens-1M,4.356708826689592
2069,330,high,3.4443567,0.05176201,MovieLens-1M,5.802118375377063
2070,80,medium,3.053367,0.016243307,MovieLens-1M,4.394449154672439
2071,31,medium,2.8668957,0.086199835,MovieLens-1M,3.4657359027997265
2072,62,medium,2.6660998,0.090918295,MovieLens-1M,4.143134726391533
2073,114,medium,2.8044345,0.06232599,MovieLens-1M,4.74493212836325
2074,126,medium,2.89732,0.027273271,MovieLens-1M,4.844187086458591
2075,56,medium,2.972698,0.1436881,MovieLens-1M,4.04305126783455
2076,137,medium,2.8892276,0.060440186,MovieLens-1M,4.927253685157205
2077,31,medium,2.9902532,0.07406266,MovieLens-1M,3.4657359027997265
2078,14,medium,3.1390142,0.07577896,MovieLens-1M,2.70805020110221
2079,12,medium,2.8512375,0.021008018,MovieLens-1M,2.5649493574615367
2080,10,medium,3.0418625,0.114585295,MovieLens-1M,2.3978952727983707
2081,6,low,2.9809046,0.006419681,MovieLens-1M,1.9459101490553132
2082,244,high,3.0669487,0.03183907,MovieLens-1M,5.501258210544727
2083,23,medium,2.3991272,0.03995538,MovieLens-1M,3.1780538303479458
2084,7,low,2.6730378,0.13240802,MovieLens-1M,2.0794415416798357
2085,67,medium,2.7003596,0.09120044,MovieLens-1M,4.219507705176107
2086,7,low,3.1834676,0.0795341,MovieLens-1M,2.0794415416798357
2087,60,medium,2.7352962,0.021363946,MovieLens-1M,4.110873864173311
2088,201,medium,3.291989,0.02255317,MovieLens-1M,5.308267697401205
2089,491,high,3.4728167,0.016405929,MovieLens-1M,6.198478716492308
2090,23,medium,3.5446117,0.19672802,MovieLens-1M,3.1780538303479458
2091,371,high,3.6680148,0.027625794,MovieLens-1M,5.918893854273146
2092,312,high,3.6020396,0.1132125,MovieLens-1M,5.746203190540153
2093,802,high,4.2281895,0.033398833,MovieLens-1M,6.688354713946762
2094,1832,high,4.7826667,0.060284927,MovieLens-1M,7.513709247839705
2095,11,medium,2.7411938,0.10102335,MovieLens-1M,2.4849066497880004
2096,265,high,3.0529358,0.17174333,MovieLens-1M,5.583496308781699
2097,49,medium,2.9583693,0.04359461,MovieLens-1M,3.912023005428146
2098,9,low,2.2083445,0.13196924,MovieLens-1M,2.302585092994046
2099,199,medium,3.451103,0.1497039,MovieLens-1M,5.298317366548036
2100,102,medium,2.9314005,0.08294554,MovieLens-1M,4.634728988229636
2101,218,medium,3.0108538,0.08363884,MovieLens-1M,5.389071729816501
2102,41,medium,3.035058,0.046495352,MovieLens-1M,3.7376696182833684
2103,245,high,3.1089516,0.13929892,MovieLens-1M,5.5053315359323625
2104,805,high,3.9204779,0.095216505,MovieLens-1M,6.692083742506628
2105,534,high,3.5617867,0.036186922,MovieLens-1M,6.282266746896006
2106,29,medium,2.4491034,0.12453392,MovieLens-1M,3.4011973816621555
2107,155,medium,3.0189483,0.0652248,MovieLens-1M,5.049856007249537
2108,105,medium,2.9032373,0.027339693,MovieLens-1M,4.663439094112067
2109,81,medium,3.101061,0.037928768,MovieLens-1M,4.406719247264253
2110,31,medium,3.2814248,0.05672853,MovieLens-1M,3.4657359027997265
2111,182,medium,3.0158646,0.09893568,MovieLens-1M,5.209486152841421
2112,170,medium,2.792731,0.06516977,MovieLens-1M,5.14166355650266
2113,4,low,3.2434323,0.28584608,MovieLens-1M,1.6094379124341003
2114,132,medium,3.0633304,0.11365719,MovieLens-1M,4.890349128221754
2115,22,medium,2.493427,0.12902471,MovieLens-1M,3.1354942159291497
2116,39,medium,2.3402617,0.09659194,MovieLens-1M,3.6888794541139363
2117,27,medium,2.8025749,0.07231735,MovieLens-1M,3.332204510175204
2118,235,medium,3.0377982,0.030942608,MovieLens-1M,5.4638318050256105
2119,86,medium,2.799846,0.121590585,MovieLens-1M,4.465908118654584
2120,20,medium,2.7340755,0.014789289,MovieLens-1M,3.044522437723423
2121,288,high,3.233674,0.05454845,MovieLens-1M,5.666426688112432
2122,380,high,3.5197651,0.05815257,MovieLens-1M,5.942799375126701
2123,37,medium,2.4327853,0.02011574,MovieLens-1M,3.6375861597263857
2124,11,medium,2.962361,0.06658905,MovieLens-1M,2.4849066497880004
2125,385,high,3.257532,0.07357484,MovieLens-1M,5.955837369464831
2126,120,medium,3.216158,0.101082504,MovieLens-1M,4.795790545596741
2127,44,medium,2.6952884,0.05499442,MovieLens-1M,3.8066624897703196
2128,54,medium,2.6895292,0.020744245,MovieLens-1M,4.007333185232471
2129,186,medium,3.3139725,0.043176252,MovieLens-1M,5.231108616854587
2130,56,medium,2.9441633,0.07291188,MovieLens-1M,4.04305126783455
2131,273,high,3.7501862,0.06492851,MovieLens-1M,5.6131281063880705
2132,34,medium,2.8260279,0.08544874,MovieLens-1M,3.5553480614894135
2133,36,medium,2.264825,0.071762405,MovieLens-1M,3.6109179126442243
2134,69,medium,2.7635033,0.043445356,MovieLens-1M,4.248495242049359
2135,51,medium,2.6268785,0.10911581,MovieLens-1M,3.9512437185814275
2136,1,low,3.4882119,0.023657156,MovieLens-1M,0.6931471805599453
2137,112,medium,2.828373,0.01867838,MovieLens-1M,4.727387818712341
2138,24,medium,2.6119108,0.18979125,MovieLens-1M,3.2188758248682006
2139,9,low,2.9017515,0.116390415,MovieLens-1M,2.302585092994046
2140,111,medium,3.0624936,0.041667666,MovieLens-1M,4.718498871295094
2141,69,medium,2.9166527,0.02930321,MovieLens-1M,4.248495242049359
2142,3,low,3.8372886,0.12639432,MovieLens-1M,1.3862943611198906
2143,15,medium,2.4455774,0.16635057,MovieLens-1M,2.772588722239781
2144,12,medium,2.8284457,0.080389835,MovieLens-1M,2.5649493574615367
2145,95,medium,2.6964915,0.038331077,MovieLens-1M,4.564348191467836
2146,26,medium,2.9192636,0.06558029,MovieLens-1M,3.295836866004329
2147,1,low,3.4282258,0.029768882,MovieLens-1M,0.6931471805599453
2148,50,medium,2.7073975,0.13585928,MovieLens-1M,3.9318256327243257
2149,27,medium,2.9574473,0.039199635,MovieLens-1M,3.332204510175204
2150,2,low,3.4665835,0.12063957,MovieLens-1M,1.0986122886681098
2151,73,medium,2.719155,0.06605248,MovieLens-1M,4.30406509320417
2152,219,medium,3.536766,0.026686393,MovieLens-1M,5.393627546352362
2153,539,high,4.1275353,0.13447483,MovieLens-1M,6.29156913955832
2154,33,medium,2.920192,0.055386517,MovieLens-1M,3.5263605246161616
2155,121,medium,2.968652,0.051404268,MovieLens-1M,4.804021044733257
2156,17,medium,3.0147707,0.1726861,MovieLens-1M,2.8903717578961645
2157,117,medium,3.408821,0.09477252,MovieLens-1M,4.770684624465665
2158,19,medium,3.7001865,0.12988982,MovieLens-1M,2.995732273553991
2159,6,low,3.5325072,0.09719871,MovieLens-1M,1.9459101490553132
2160,6,low,3.5738056,0.07907804,MovieLens-1M,1.9459101490553132
2161,230,medium,3.1643727,0.06341538,MovieLens-1M,5.442417710521793
2162,1,low,3.8709671,0.038239244,MovieLens-1M,0.6931471805599453
2163,3,low,3.0777495,0.13026541,MovieLens-1M,1.3862943611198906
2164,6,low,3.0251095,0.12322127,MovieLens-1M,1.9459101490553132
2165,223,medium,2.9891999,0.07705131,MovieLens-1M,5.4116460518550396
2166,98,medium,2.8765516,0.123111,MovieLens-1M,4.59511985013459
2167,207,medium,3.026694,0.04393454,MovieLens-1M,5.337538079701318
2168,439,high,3.314175,0.07875252,MovieLens-1M,6.0867747269123065
2169,77,medium,3.0660477,0.033041343,MovieLens-1M,4.356708826689592
2170,17,medium,2.1460128,0.08426796,MovieLens-1M,2.8903717578961645
2171,20,medium,2.814066,0.0413371,MovieLens-1M,3.044522437723423
2172,169,medium,2.8497753,0.030932933,MovieLens-1M,5.135798437050262
2173,59,medium,2.922252,0.09875653,MovieLens-1M,4.0943445622221
2174,123,medium,2.9163692,0.07318722,MovieLens-1M,4.820281565605037
2175,4,low,3.3581407,0.13570984,MovieLens-1M,1.6094379124341003
2176,213,medium,2.9595277,0.03870886,MovieLens-1M,5.365976015021851
2177,4,low,3.3878753,0.1717848,MovieLens-1M,1.6094379124341003
2178,1,low,3.7005718,0.043211594,MovieLens-1M,0.6931471805599453
2179,21,medium,2.4156458,0.116319455,MovieLens-1M,3.091042453358316
2180,13,medium,2.5107024,0.06699139,MovieLens-1M,2.6390573296152584
2181,12,medium,2.7237883,0.03359403,MovieLens-1M,2.5649493574615367
2182,129,medium,3.552358,0.15692763,MovieLens-1M,4.867534450455582
2183,1,low,3.2246063,0.0762406,MovieLens-1M,0.6931471805599453
2184,65,medium,3.314057,0.13203844,MovieLens-1M,4.189654742026425
2185,414,high,3.724374,0.10322087,MovieLens-1M,6.028278520230698
2186,32,medium,2.8480637,0.0395055,MovieLens-1M,3.4965075614664802
2187,42,medium,3.0391667,0.051236898,MovieLens-1M,3.7612001156935624
2188,22,medium,2.719103,0.10105418,MovieLens-1M,3.1354942159291497
2189,20,medium,2.5237257,0.029879013,MovieLens-1M,3.044522437723423
2190,58,medium,2.9748936,0.08821918,MovieLens-1M,4.07753744390572
2191,168,medium,2.8287735,0.07234861,MovieLens-1M,5.1298987149230735
2192,54,medium,3.058137,0.16331412,MovieLens-1M,4.007333185232471
2193,14,medium,2.874213,0.09333906,MovieLens-1M,2.70805020110221
2194,32,medium,2.216069,0.011712748,MovieLens-1M,3.4965075614664802
2195,25,medium,2.7955449,0.12972642,MovieLens-1M,3.258096538021482
2196,468,high,3.5266201,0.030005326,MovieLens-1M,6.150602768446279
2197,574,high,3.8692505,0.02463477,MovieLens-1M,6.354370040797351
2198,9,low,3.0273945,0.08445257,MovieLens-1M,2.302585092994046
2199,53,medium,2.7341871,0.03252167,MovieLens-1M,3.9889840465642745
2200,80,medium,3.0532322,0.11704301,MovieLens-1M,4.394449154672439
2201,85,medium,3.0983772,0.015926216,MovieLens-1M,4.454347296253507
2202,23,medium,2.9059608,0.09707758,MovieLens-1M,3.1780538303479458
2203,5,low,2.855642,0.08928963,MovieLens-1M,1.791759469228055
2204,2,low,3.4953897,0.0684665,MovieLens-1M,1.0986122886681098
2205,53,medium,2.908283,0.13671964,MovieLens-1M,3.9889840465642745
2206,14,medium,3.0938637,0.10792022,MovieLens-1M,2.70805020110221
2207,107,medium,3.4748948,0.0645685,MovieLens-1M,4.68213122712422
2208,13,medium,3.5622175,0.16885792,MovieLens-1M,2.6390573296152584
2209,3,low,3.7371342,0.09330396,MovieLens-1M,1.3862943611198906
2210,4,low,3.7003584,0.37008703,MovieLens-1M,1.6094379124341003
2211,90,medium,2.9205399,0.034810506,MovieLens-1M,4.51085950651685
2212,150,medium,3.175208,0.042369287,MovieLens-1M,5.017279836814924
2213,42,medium,2.972233,0.10337161,MovieLens-1M,3.7612001156935624
2214,70,medium,2.6747425,0.09454748,MovieLens-1M,4.2626798770413155
2215,13,medium,2.9252167,0.38045228,MovieLens-1M,2.6390573296152584
2216,8,low,3.5616086,0.11186148,MovieLens-1M,2.1972245773362196
2217,4,low,2.5525758,0.016837409,MovieLens-1M,1.6094379124341003
2218,80,medium,2.9276059,0.057111703,MovieLens-1M,4.394449154672439
2219,20,medium,2.47831,0.20657995,MovieLens-1M,3.044522437723423
2220,16,medium,3.481249,0.15939751,MovieLens-1M,2.833213344056216
2221,316,high,3.3840263,0.030770646,MovieLens-1M,5.75890177387728
2222,317,high,3.2864056,0.051700547,MovieLens-1M,5.762051382780177
2223,703,high,3.7210414,0.024156282,MovieLens-1M,6.556778356158042
2224,115,medium,3.0586586,0.036096536,MovieLens-1M,4.7535901911063645
2225,79,medium,2.8718693,0.025889223,MovieLens-1M,4.382026634673881
2226,92,medium,2.8613951,0.06308167,MovieLens-1M,4.532599493153256
2227,151,medium,3.0045128,0.083802395,MovieLens-1M,5.0238805208462765
2228,27,medium,2.609697,0.16257538,MovieLens-1M,3.332204510175204
2229,1,low,4.251827,0.07351408,MovieLens-1M,0.6931471805599453
2230,1,low,3.460347,0.071314536,MovieLens-1M,0.6931471805599453
2231,3,low,3.249401,0.06622927,MovieLens-1M,1.3862943611198906
2232,292,high,3.2096617,0.08735873,MovieLens-1M,5.680172609017068
2233,48,medium,2.6948643,0.17034243,MovieLens-1M,3.8918202981106265
2234,227,medium,3.6644456,0.08303437,MovieLens-1M,5.429345628954441
2235,423,high,3.4007626,0.07076449,MovieLens-1M,6.049733455231958
2236,1,low,3.0599592,0.12169101,MovieLens-1M,0.6931471805599453
2237,2,low,3.727086,0.05218064,MovieLens-1M,1.0986122886681098
2238,4,low,3.1866817,0.17265944,MovieLens-1M,1.6094379124341003
2239,38,medium,3.4267285,0.054804556,MovieLens-1M,3.6635616461296463
2240,8,low,3.3659697,0.027780365,MovieLens-1M,2.1972245773362196
2241,28,medium,2.8508701,0.08790871,MovieLens-1M,3.367295829986474
2242,102,medium,3.0669396,0.062087342,MovieLens-1M,4.634728988229636
2243,87,medium,2.7958019,0.043388,MovieLens-1M,4.477336814478207
2244,7,low,3.044391,0.05976269,MovieLens-1M,2.0794415416798357
2245,106,medium,3.3889692,0.036650483,MovieLens-1M,4.672828834461906
2246,56,medium,3.1049564,0.054490793,MovieLens-1M,4.04305126783455
2247,8,low,2.7874057,0.1488653,MovieLens-1M,2.1972245773362196
2248,3,low,2.9628365,0.107412115,MovieLens-1M,1.3862943611198906
2249,44,medium,2.7707376,0.08424449,MovieLens-1M,3.8066624897703196
2250,6,low,3.3005934,0.11066456,MovieLens-1M,1.9459101490553132
2251,65,medium,2.977368,0.07951551,MovieLens-1M,4.189654742026425
2252,44,medium,2.8802903,0.0711079,MovieLens-1M,3.8066624897703196
2253,7,low,2.7355385,0.12837748,MovieLens-1M,2.0794415416798357
2254,272,high,3.52225,0.06529774,MovieLens-1M,5.60947179518496
2255,5,low,3.0311012,0.11001165,MovieLens-1M,1.791759469228055
2256,113,medium,2.8809652,0.03252294,MovieLens-1M,4.736198448394496
2257,17,medium,2.8548882,0.19306459,MovieLens-1M,2.8903717578961645
2258,5,low,2.4227393,0.1946126,MovieLens-1M,1.791759469228055
2259,61,medium,2.8931453,0.02101204,MovieLens-1M,4.127134385045092
2260,2145,high,5.0619574,0.026423339,MovieLens-1M,7.671360923190644
2261,347,high,3.7840843,0.08494133,MovieLens-1M,5.8522024797744745
2262,21,medium,2.9350612,0.06588811,MovieLens-1M,3.091042453358316
2263,43,medium,3.1571147,0.11604144,MovieLens-1M,3.784189633918261
2264,102,medium,3.1959813,0.08787856,MovieLens-1M,4.634728988229636
2265,9,low,2.5100794,0.112651445,MovieLens-1M,2.302585092994046
2266,2,low,3.7911232,0.15035227,MovieLens-1M,1.0986122886681098
2267,19,medium,2.4889176,0.022447107,MovieLens-1M,2.995732273553991
2268,494,high,3.8066375,0.020313323,MovieLens-1M,6.20455776256869
2269,237,medium,3.446293,0.08982923,MovieLens-1M,5.472270673671475
2270,26,medium,2.96282,0.1052003,MovieLens-1M,3.295836866004329
2271,134,medium,2.746889,0.107037924,MovieLens-1M,4.90527477843843
2272,32,medium,3.2153714,0.079951376,MovieLens-1M,3.4965075614664802
2273,10,medium,2.6665983,0.16325134,MovieLens-1M,2.3978952727983707
2274,28,medium,2.567172,0.113234326,MovieLens-1M,3.367295829986474
2275,16,medium,2.1417425,0.19986804,MovieLens-1M,2.833213344056216
2276,17,medium,2.930668,0.15077087,MovieLens-1M,2.8903717578961645
2277,23,medium,2.641392,0.048556034,MovieLens-1M,3.1780538303479458
2278,43,medium,2.633512,0.13300149,MovieLens-1M,3.784189633918261
2279,79,medium,2.799263,0.08643172,MovieLens-1M,4.382026634673881
2280,13,medium,2.9726765,0.043453347,MovieLens-1M,2.6390573296152584
2281,167,medium,3.5568955,0.10463508,MovieLens-1M,5.123963979403259
2282,1112,high,4.315451,0.04640342,MovieLens-1M,7.014814351275545
2283,185,medium,3.2539647,0.19977503,MovieLens-1M,5.225746673713202
2284,3,low,3.2571423,0.033877347,MovieLens-1M,1.3862943611198906
2285,299,high,3.9426296,0.06483432,MovieLens-1M,5.703782474656201
2286,68,medium,2.9504368,0.09859336,MovieLens-1M,4.23410650459726
2287,51,medium,3.6811686,0.16870573,MovieLens-1M,3.9512437185814275
2288,59,medium,2.8364556,0.034221668,MovieLens-1M,4.0943445622221
2289,29,medium,3.1043823,0.06306016,MovieLens-1M,3.4011973816621555
2290,103,medium,2.6695452,0.04505225,MovieLens-1M,4.6443908991413725
2291,105,medium,3.0732296,0.041269064,MovieLens-1M,4.663439094112067
2292,96,medium,2.8282654,0.06324719,MovieLens-1M,4.574710978503383
2293,3,low,3.4474516,0.032318514,MovieLens-1M,1.3862943611198906
2294,58,medium,2.752076,0.13112001,MovieLens-1M,4.07753744390572
2295,115,medium,2.6168954,0.053630013,MovieLens-1M,4.7535901911063645
2296,482,high,3.6627834,0.043660637,MovieLens-1M,6.180016653652572
2297,32,medium,2.6446412,0.03215358,MovieLens-1M,3.4965075614664802
2298,24,medium,2.6310742,0.05268027,MovieLens-1M,3.2188758248682006
2299,43,medium,2.5019166,0.050554372,MovieLens-1M,3.784189633918261
2300,185,medium,3.1683285,0.044961337,MovieLens-1M,5.225746673713202
2301,1,low,3.4512208,0.08609908,MovieLens-1M,0.6931471805599453
2302,78,medium,3.0776136,0.120738976,MovieLens-1M,4.3694478524670215
2303,24,medium,3.0133574,0.062230192,MovieLens-1M,3.2188758248682006
2304,22,medium,3.279586,0.17493153,MovieLens-1M,3.1354942159291497
2305,8,low,2.666291,0.053378172,MovieLens-1M,2.1972245773362196
2306,1110,high,4.124931,0.022424864,MovieLens-1M,7.01301578963963
2307,34,medium,3.0689723,0.011988775,MovieLens-1M,3.5553480614894135
2308,24,medium,3.4062338,0.14109688,MovieLens-1M,3.2188758248682006
2309,6,low,3.3806858,0.023566542,MovieLens-1M,1.9459101490553132
2310,83,medium,2.9263241,0.014521734,MovieLens-1M,4.430816798843313
2311,36,medium,3.1622877,0.1279223,MovieLens-1M,3.6109179126442243
2312,14,medium,2.9059608,0.17356193,MovieLens-1M,2.70805020110221
2313,2,low,3.4735863,0.2024054,MovieLens-1M,1.0986122886681098
2314,5,low,2.782295,0.11529341,MovieLens-1M,1.791759469228055
2315,10,medium,2.9060261,0.19827025,MovieLens-1M,2.3978952727983707
2316,67,medium,2.7239676,0.019859312,MovieLens-1M,4.219507705176107
2317,649,high,3.525135,0.02510986,MovieLens-1M,6.476972362889683
2318,309,high,2.99296,0.08847936,MovieLens-1M,5.736572297479192
2319,56,medium,2.9634335,0.039738435,MovieLens-1M,4.04305126783455
2320,20,medium,2.9399269,0.070094585,MovieLens-1M,3.044522437723423
2321,162,medium,3.4708278,0.030719312,MovieLens-1M,5.093750200806762
2322,48,medium,3.0820248,0.08542679,MovieLens-1M,3.8918202981106265
2323,14,medium,3.488219,0.05003513,MovieLens-1M,2.70805020110221
2324,23,medium,3.257925,0.07618845,MovieLens-1M,3.1780538303479458
2325,289,high,3.651126,0.068267874,MovieLens-1M,5.66988092298052
2326,28,medium,2.8596542,0.11082684,MovieLens-1M,3.367295829986474
2327,8,low,3.203061,0.15775962,MovieLens-1M,2.1972245773362196
2328,34,medium,3.440338,0.06907595,MovieLens-1M,3.5553480614894135
2329,22,medium,3.3324807,0.017300775,MovieLens-1M,3.1354942159291497
